paper_title,pred_context,pred_interv,pred_outcome,gold_count,label,reason,model
"STRATEGIC PURCHASING, SUPPLY MANAGEMENT, AND FIRM PERFORMANCE","When alliance partners adopt a relationship orientation, they are more likely to focus on knowledge development and exchange and increase investment in ‘‘relationship-specific assets’’ (Madhok and Tallman, 1998).","Using structural equation modeling, we empirically test a number of hypothesized relationships based on a sample of 221 United States manufacturing firms.",Strategic purchasing will have a positive effect in fostering close relationships with a limited number of suppliers.,1,FP,"The extracted CIMO's context is about alliance partners adopting relationship orientation, which is not supported by the paper excerpt that focuses on strategic purchasing and supply management.",Rule-based
"STRATEGIC PURCHASING, SUPPLY MANAGEMENT, AND FIRM PERFORMANCE",Strategic purchasing will have a positive effect in fostering close relationships with a limited number of suppliers.,"Using structural equation modeling, we empirically investigate the relationships among strategic purchasing, supply management, customer responsiveness and financial performance.","Clearly, effective communication improves the buying firm’s performance (D’Amours et al., 1999; Walton and Marucheck, 1997) and is an important factor in the development of supply management capabilities (Zollo et al., 2002) and supply-chain relationships (Mohr and Sohi, 1995).",1,FP,"The extracted CIMO incorrectly identifies the intervention as using structural equation modeling, which is a research methodology rather than a management action.",Rule-based
STRUCTURAL EMBEDDEDNESS AND SUPPLIER MANAGEMENT: A NETWORK PERSPECTIVE,"By doing so, a buying company may do a better job of selecting suppliers for long-term relationships and may also find value in maintaining relationships with poorly performing suppliers who may potentially act as a conduit to other companies with technological and innovative resources.","By doing so, a buying company may do a better job of selecting suppliers for long-term relationships and may also find value in maintaining relationships with poorly performing suppliers who may potentially act as a conduit to other companies with technological and innovative resources.","However, when a well-informed mining company in its supply chain adopts the X-ray technology used in the medical field, its performance increases, which in turn impacts the performance of the steel mills it supplies to.",1,FP,"The extracted CIMO's outcome contradicts the paper's focus on structural embeddedness in supplier networks, not technology adoption.",Rule-based
STRUCTURAL EMBEDDEDNESS AND SUPPLIER MANAGEMENT: A NETWORK PERSPECTIVE,We need to consider how a supplier is embedded in its own networks if we are to truly gauge its performance.,These companies have traditionally focused more on suppliers’ internal capabilities and stability when evaluating and selecting suppliers.,"When Honeywell eventually benefits from better cost control and delivery performance facilitated by this new technology, it will benefit from its indirect connections.",1,FP,"The extracted CIMO contains elements not supported by the paper, particularly the outcome mentioning Honeywell and specific benefits.",Rule-based
SUPPLIER DEVELOPMENT: CURRENT PRACTICES AND OUTCOMES,Such an effort may ultimately be viewed by the parties as an investment in the buyer-supplier relationship.,"However, companies report that suppliers’ performance and/or capabilities are often deficient in areas such as quality, delivery, cost reduction, financial health, adopting new technologies, and handling design changes.","# RESULTS

Respondents were provided the definition of supplier development introduced earlier and asked to focus their responses on “any” single supplier with which their firm had made “any effort,” from limited to extensive, to increase its performance or capabilities.",1,FP,"The extracted CIMO mixes context and intervention, and the outcome is just a section heading rather than a clear outcome.",Rule-based
SUPPLIER DEVELOPMENT: IMPROVING SUPPLIER PERFORMANCE THROUGH KNOWLEDGE TRANSFER,"While the importance of communication is well established in the context of buyer–supplier relationships, its role in supplier development efforts remains untested.","There is strong evidence that organizations today are increasingly implementing supplier development programs to improve supplier

performance and remain competitive.","Firms improve the performance of their suppliers by undertaking initiatives which transfer knowledge like their lean production practices into their supply base (MacDuffie and Helper, 1997; Lieberman and Asaba, 1997).",1,FP,"The extracted CIMO has an incoherent relationship between Context and Intervention, as the Context discusses communication's untested role while the Intervention focuses on supplier development programs without mentioning communication.",Rule-based
SUPPLIER DEVELOPMENT: IMPROVING SUPPLIER PERFORMANCE THROUGH KNOWLEDGE TRANSFER,"(2000), this research verifies the current state of knowledge about supplier development and extends our understanding with an additional investigation into the role of communication in the context of supplier development.","Competitive pressure: Organizations make use of market forces to develop competitive pressure by using multiple sources (Dyer and Ouchi, 1993; Tezuka, 1997).","However, there is a lack of evidence whether such efforts lead to improved supplier performance, thereby creating value for the firm.",1,FP,"The intervention 'Competitive pressure' is described as a strategy but not as an action taken by organizations, making it a condition rather than a management action.",Rule-based
SUPPLIER EVALUATIONS: COMMUNICATION STRATEGIES TO IMPROVE SUPPLIER PERFORMANCE,"This commitment can be reflected by loyalty, willingness to make investments in the supplier’s business, and confidence in the stability of a long-term relationship (Anderson and Weitz, 1992).","Introduction

In today’s business environment, there is an emphasis on developing long-term cooperative relationships with critical suppliers.","# Supplier evaluations: communication strategies to improve supplier performance

Carol Prahinski a,∗, W.C.",1,FP,"The extracted CIMO has an incoherent relationship between Context and Intervention, and the Intervention is not clearly defined as a management action.",Rule-based
SUPPLIER EVALUATIONS: COMMUNICATION STRATEGIES TO IMPROVE SUPPLIER PERFORMANCE,"Feedback

When managers in firms conduct dialogue, feedback and clarification, they attempt to reduce the equivocality and uncertainty in the relationship (Daft and Lengel, 1986).","By using collaborative communication, it is hypothesized that the supplier’s perceptions of BSR will be positively influenced.","Specifically, the supplier evaluation communication process does not ensure improved supplier performance unless the supplier is committed to the buying firm.",1,FP,"The extracted CIMO has an incoherent relationship between Context (Feedback) and Intervention (collaborative communication), and the Outcome contradicts the paper's findings.",Rule-based
SUPPLIER EVALUATIONS: COMMUNICATION STRATEGIES TO IMPROVE SUPPLIER PERFORMANCE,"From the dyadic perspective, Anderson and Weitz (1992) found that supplier’s commitment was a function of three components of the buyer–supplier relationship: the buying firm’s commitment as perceived by the supplier, the supplier’s investment in the relationship, and communication feedback.",There are several benefits of using a second-order factor.,"The results also indicate that when a buying firm utilizes collaborative communication, the supplier perceives a positive influence on the buyer–supplier relationship.",1,FP,"The extracted CIMO does not match any reference CIMO and contains unsupported elements, particularly the intervention about 'second-order factor' which is not mentioned in the paper.",Rule-based
"SUPPLIER INTEGRATION INTO NEW PRODUCT DEVELOPMENT: COORDINATING PRODUCT, PROCESS","Congruent with the need to integrate multiple linked processes in the supply chain, theoretical research advocates that early and extensive supplier involvement results in a faster development process (Dyer and Singh, 1998; Handfield et al., 1999; Monczka et al., 1998; Petersen et al., 2003).",We test these proposed relationships using survey data collected from a group of global organizations and find support for the relationships based on the results of a multiple regression analysis.,"Hypothesis 4: performance outcomes

Relational theory suggests that both buyers and suppliers must make investments in an effort to improve joint performance outcomes in product development (Cohen and Levinthal, 1990; Dyer and Singh, 1998).",1,FP,The extracted CIMO incorrectly describes the intervention as testing relationships with survey data rather than the actual intervention of supplier involvement in new product development.,Rule-based
"SUPPLIER INTEGRATION INTO NEW PRODUCT DEVELOPMENT: COORDINATING PRODUCT, PROCESS",Improved integration of product and process design decisions between buyers and suppliers in the supply chain has been studied under several different theoretical perspectives in recent years.,"One North American manager we interviewed explained this challenge using an interesting metaphor:

Suppliers are like fish in the ocean.","Improved new product development team effectiveness is positively associated with improved (H4a) firm financial performance and, or (H4b) design performance.",1,FP,"The extracted CIMO contains a metaphor about suppliers being fish in the ocean, which is not a management intervention but rather an analogy, and the outcome is incorrectly associated with the metaphor rather than supplier integration.",Rule-based
SUPPLIER INTEGRATION-FINDING AN OPTIMAL CONFIGURATION,"Behavioral and economic factors such as trust, satisfaction, and asset specificity have been identified as important enablers in external relationships (Ganesan, 1994; Gulati, 1995; Zaheer and Venkatraman, 1995; Aulakh et al., 1996).","In summary, we conceptualize supplier integration as a balanced internal–external approach to bridging distinct groups within and across a firm, employing valuable and inimitable knowledge-generating practices that are tightly interconnected in execution and impact.","Supplier integration reduces the ‘‘costs of running the system’’ (Coase, 1937).",1,FP,"The extracted CIMO does not match the reference CIMO on any dimension (C, I, O) and the intervention is not clearly supported as a management action in the paper excerpt.",Rule-based
SUPPLIER INTEGRATION-FINDING AN OPTIMAL CONFIGURATION,"Supplier integration initiatives such as third-party logistics are also emerging, in which networks of companies, potentially from different industries, aim to create cost benefits through scale economies.","The bilateral approach develops relational capital among interacting parties, using social factors and commonality of interests acting as agreement enforcers (Heide and John, 1990; Heide and John, 1992).","Accordingly, increased investments in supplier integration should result in increased levels of performance.",1,FP,The extracted CIMO's intervention focuses on 'bilateral approach' and 'relational capital' which is not supported by the paper excerpt that discusses supplier integration as a bundle of practices and optimal configurations.,Rule-based
THE DETERMINANTS OF COMMITMENT IN THE DISTRIBUTOR- MANUFACTURER RELATIONSHIP,Commitment provides the basis for a cooperative spirit in marketing channel relationships and leads to an overall stronger partnership [8].,,"Thus, manufacturers in the industrial marketplace must strive to enhance their understanding of the process by which distributor commitment is created and maintained [7].",1,FP,"The extracted CIMO is missing the Intervention dimension, which is required for a complete CIMO classification.",Rule-based
"THE DRIVERS OF CUSTOMER ATTRACTIVENESS, SUPPLIER SATISFACTION AND PREFERRED CUST",Whereas attraction has already been addressed in various articles about relationship development in the industrial marketing literature (see e.g.,The literature was primarily identified using database searches.,"In sum, the author suggested that a relational and cooperative approach towards suppliers will result in supplier satisfaction with the relationship.",1,FP,"The intervention is not a management action but rather a literature identification method, and the context doesn't match the reference.",Rule-based
"THE DRIVERS OF CUSTOMER ATTRACTIVENESS, SUPPLIER SATISFACTION AND PREFERRED CUST","As we mentioned earlier, the term ‘preferred customer’ is not new (see Hottenstein, 1970), although it has rarely been used in the context of purchasing.","Using ‘supplier satisfaction’ as one of our search terms, we deliberately excluded papers regarding satisfaction downstream of the supply chain, i.e., papers regarding retailer or customer satisfaction.",One possible goal for buyers aiming to increase supplier satisfaction could be to enter into more intimate relationships but organise interaction in a way that enhances the suppliers' feelings of reciprocity and transparency.,1,FP,The extracted CIMO does not match any reference CIMO and the intervention is not a clear management action but rather a methodological approach to literature review.,Rule-based
THE EFFECTS OF AN INTEGRATIVE SUPPLY CHAIN STRATEGY ON CUSTOMER SERVICE AND FINA,"In summary, our supply chain integration construct encompasses both intra-firm as well as inter-firm integration, since the internal functions comprising a company are as much a part of the supply chain as are the external members.",Insights gained as a result of establishing strong relationships with customers can also be used to enhance operational effectiveness and cost efficiency.,"Researchers have demonstrated that IT can decrease both coordination costs (see e.g., Nooteboom, 1992) and transaction risk (Clemons and Row, 1992; Clemons et al., 1993).",1,FP,The extracted CIMO does not match any reference CIMO and contains elements not supported by the paper excerpt.,Rule-based
THE EFFECTS OF INFLUENCE STRATEGIES ON DEALER SATISFACTION AND PERFORMANCE IN TA,"3, Touliu, Yunlin, Taiwan 640, ROC

Received 6 August 2004; received in revised form 16 July 2005; accepted 4 August 2005

Available online 20 March 2006

# Abstract

The studies of influence strategies in channel relationships have focused on western, individualistic countries.","Because a source explicitly states his or her preferences, a target choosing to ignore the recommendation is likely to experience a level of tension.","Ambler, Styles, and Wang (1999) also found a channel's qualitative outcomes, such as satisfaction, will lead to its performance.",1,FP,"The extracted CIMO contains elements not supported by the paper excerpt, particularly the intervention which is not a clear management action.",Rule-based
THE EFFECTS OF INFLUENCE STRATEGIES ON DEALER SATISFACTION AND PERFORMANCE IN TA,"The use of perception altered strategies may develop consistency in channel relationships (Frazier & Summers, 1986), which reduces conflicts among channels (Frazier & Rody, 1991).","(1999) reveal that using threats reduces the economic and noneconomic satisfaction of major channel members, because they are unwilling to be involved with partners who use coercion.","The ultimate aim of the supplier's use of influence strategies is to improve operational performance, not just focus on satisfaction, so this work investigates how dealer satisfaction affects dealer performance and hope to find out which satisfaction is more important.",1,FP,The extracted CIMO mixes elements from different parts of the paper and doesn't form a coherent C-I-O relationship supported by the excerpt.,Rule-based
THE EFFECTS OF PARTNER AND RELATIONSHIP CHARACTERISTICS ON ALLIANCE OUTCOMES,"Resource exchange and the value of the resource accessed in an alliance are of central concern (Harrigan, 1986; Pfeffer & Nowack, 1976; Pfeffer & Salancik, 1978; Thorelli, 1986).",Killing (1983) noted the importance of having or establishing a close relationship with any joint venture partner.,"According to transaction cost and agency theories, a positive reputation can reduce the search and monitoring costs associated with allying with a specific company, thereby lowering the overall transaction costs involved (Weigelt & Camerer, 1988; Williamson, 1975).",1,FP,"The extracted CIMO does not match the reference CIMO on any dimension (C, I, O) and is not supported by the paper excerpt.",Rule-based
"THE IMPACT OF COERCIVE AND NON-COERCIVE FORMS OF INFLUENCE ON TRUST, COMMITMENT,","While a large number of factors fall into the classification of relational elements, arguably trust and commitment have been studied most frequently and have been more consistently cited as the key elements in a relationship (Morgan & Hunt, 1994).","Thus, this study seeks to test the factor structure of influence strategies using newer methods not employed in earlier studies.","For instance, Hausman and Stock (2003) find no relationship between either coercive or non-coercive influence and compliance, while Clemens and Douglas (2006) find a positive relationship between coercive influence and compliance.",1,FP,The extracted CIMO does not match any reference CIMO and the intervention is not a clear management action but rather a research methodology.,Rule-based
"THE IMPACT OF COERCIVE AND NON-COERCIVE FORMS OF INFLUENCE ON TRUST, COMMITMENT,","In channels, commitment among exchange partners is a key to achieving valuable outcomes, such that firms endeavor to develop and maintain this important attribute in their relationships (Morgan & Hunt, 1994).","The partners of the two firms are likely to evaluate these two coercive strategies much differently, with the result that the partner should evaluate the firm using a mixture of threats and promise as less coercive than the firm using only coercive influence.","Here, there is more clarityand the negative impact of coercive influence on relational elements is supported (Hausman & Stock, 2003; Simpson & Mayo, 1997).",1,FP,"The extracted CIMO has an incoherent relationship between intervention and outcome, as it discusses evaluating coercive strategies rather than implementing influence strategies.",Rule-based
THE IMPACT OF SUPPLIER SELECTION CRITERIA AND SUPPLIER INVOLVEMENT ON MANUFACTUR,"For each of the SS, SI, and SP questions, a t-test was performed to determine if there is a significant difference in the means for firms in the high and low performing groups.",These results lend support to the statement that implementing supplier selection criteria and involving suppliers has a positive impact on performance.,"More communication and interactions with suppliers, customers, and other functional areas within the firm are needed to ensure that capabilities, both internal and external, are employed in ways that enhance overall performance.",1,FP,The extracted CIMO's outcome is not supported by the paper excerpt.,Rule-based
THE PERILOUS EFFECTS OF CAPABILITY LOSS ON OUTSOURCING MANAGEMENT AND PERFORMANC,"In evaluating these posited relationships, this study makes three valuable contributions to the aforementioned literatures.",Prior studies have established the significant positive effect that developing a committed and cooperative relationship with the provider has on outsourcing performance.,"This latter contribution is particularly germane in light of the significantly positive impact that effective relationship management practices are espoused to have on the performance of inter-organizational exchanges (e.g., Carr and Pearson, 1999; Chen and Paulraj, 2004; Handley and Benton, 2009).",1,FP,The extracted CIMO does not match any reference CIMO and is not explicitly supported by the paper excerpt as it focuses on contributions rather than a specific C-I-O relationship.,Rule-based
THE PERILOUS EFFECTS OF CAPABILITY LOSS ON OUTSOURCING MANAGEMENT AND PERFORMANC,Morgan and Hunt (1994) also find strong support for commitment being critical to effective cooperation in vertical exchange relationships.,"Yet, firms are often averse to investing in relationship specific resources unless the exchange is characterized by high levels of trust and mutual commitment (Madhok and Tallman, 1998).","Capability loss has a negative effect on relationship management, ceteris paribus

# 3.3.",1,FP,"The extracted CIMO contains elements not supported by the paper excerpt, particularly the intervention about trust and commitment from Morgan and Hunt (1994) and Madhok and Tallman (1998), which are not discussed in the provided text.",Rule-based
THE PERILOUS EFFECTS OF CAPABILITY LOSS ON OUTSOURCING MANAGEMENT AND PERFORMANC,"However, when firms experience a high degree of capability loss as a result of outsourcing, they essentially lose one potential source which contributes to these small numbers bargaining concerns.","Data collection

Data for this study was collected using an online survey instrument.","The loss of knowledge and understanding that frequently occurs with outsourcing (Ellram et al., 2008) negatively impacts these prerequisites for effective knowledge transfer.",1,FP,"The intervention 'Data collection' is not a management action but a research method, making it invalid as an intervention in a CIMO framework.",Rule-based
THE RELATIONSHIP BETWEEN EDI AND SUPPLIER RELIABILITY,Other studies which aggregate a buying firm’s EDI performance across all suppliers runs the risk of masking the performance of an excellent supplier in an EDI relationship with the poor p e rformance of a mediocre supplier that also uses EDI.,"company in the trading relationship used EDI, and on the reliability of a single selected supplier using EDI with this company.",Electronic Data Interchange (EDI) is a technology that can help reduce the cost of supplier coordination by improving the ability of a purchasing manager to manage suppliers and by enhancing buyer-supplier relationships.,1,FP,"The extracted CIMO contains elements not supported by the paper, particularly in the context and intervention dimensions.",Rule-based
TOWARDS AN UNDERSTANDING OF ATTRACTION IN BUYER-SUPPLIER RELATIONSHIPS,This study argues that in order to improve value creation and value transfer in buyer–supplier relationships it is not enough to optimize and coordinate management and control systems.,Supplier management has been discussed using different systems of reference.,"The first component, “cost reduction”, seeks to leverage the supplier's ability to reduce their joint total cost, enabling the buyer to compete on selling price.",2,FP,"The extracted CIMO's intervention is not a clear management action but rather a discussion of different systems of reference, which contradicts the paper's focus on attraction in buyer-supplier relationships.",Rule-based
TOWARDS AN UNDERSTANDING OF ATTRACTION IN BUYER-SUPPLIER RELATIONSHIPS,"Journal of Marketing, 51: 11–27.], it argues that mutual attraction is important in developing relationships.","Marketing and purchasing strategies and, more specifically, buyer/supplier segmentation using portfolio models (Fiocca, 1982; Olsen & Ellram, 1997; Turnbull, 1990) are applied in implementing this approach.",The focus is on the supplier's ability to reduce the buyer's total product cost.,2,FP,"The extracted CIMO's outcome focuses on reducing buyer's total product cost, which is not mentioned in the paper excerpt that discusses attraction in buyer-supplier relationships.",Rule-based
USING INFLUENCE STRATEGIES TO ADVANCE SUPPLIER DELIVERY FLEXIBILITY: THE MODERAT,"When the relationship contains a highly shared vision, a manufacturer's use of the recommendation influence strongly promotes supplier delivery flexibility, whereas the use of a promise strategy depresses supplier delivery flexibility.","# Using influence strategies to advance supplier delivery flexibility: The moderating roles of trust and shared vision

Kuo-Hsiung Chang a,1 , Hsu-Feng Huang b, ⁎

a Department of International Business, Tunghai University, NO.","If the supplier lacks the ability to accommodate rush orders and delivery on the promised due dates (Chan, 2003), the result is generally an increase in the manufacturer's additional cost (e.g.",1,FP,The extracted CIMO has an incoherent C-I-O relationship and the intervention is not clearly supported by the paper excerpt.,Rule-based
USING INFLUENCE STRATEGIES TO ADVANCE SUPPLIER DELIVERY FLEXIBILITY: THE MODERAT,"In contrast, an information exchange strategy will have a negative effect, but the promise strategy will have a positive effect on supplier delivery flexibility when trust is high.","Ghijsen, Semeijn, and Ernstson (2010) claimed ‘direct strategy’ that includes threats, legalistic pleas, and promises that focus on directly changing the targets specific behavior by employing explicit or implicit rewards or punishments.","Past studies have empirically illustrated that coercive influence strategies have negative effects on dyadic relationships (Kim, 2000; Kumar, 2005; Sanzo et al., 2003).",1,FP,The extracted CIMO mixes different influence strategies and contradicts the paper's findings on promise strategy effects.,Rule-based
USING INFLUENCE STRATEGIES TO ADVANCE SUPPLIER DELIVERY FLEXIBILITY: THE MODERAT,"Although manufacturing firms may use similar influence strategies, not all suppliers will react equivalently in the same position because of different social capital characteristics in interorganizational relationships.",Using the promise strategy makes suppliers feel strained with inference to the manufacture's increasing power and further coming sanction or punishment.,"If the source applies the recommendation strategy, it will help to nurture healthy relationships and increase economic and social satisfaction (Lai, 2007).",1,FP,"The extracted CIMO mixes different influence strategies (promise and recommendation) from the paper, creating an incoherent relationship not supported by the text.",Rule-based
WHEN DOES TRUST MATTER TO ALLIANCE PERFORMANCE?,Langfred (2004) argued that the effect of trust on the performance of self-managing teams reverses when individual autonomy is high.,It also alleviates apprehensions regarding the sharing of valuable information; the resulting information exchange and socialization assist in maintaining effective integration and coordination.,"It thus reduces the costs of interpartner conflict as well as other transaction costs (Dyer & Chu, 2003; Zaheer et al., 1998).",1,FP,The extracted CIMO mixes elements from different parts of the paper without coherent C-I-O relationship.,Rule-based
WHEN DOES TRUST MATTER TO ALLIANCE PERFORMANCE?,"# Trust, Behavioral Uncertainty, and Alliance Performance

Concern about partner behavior is a predominant source of internal tension in strategic alliances (Park & Ungson, 2001; Parkhe, 1993; Sutcliffe & Zaheer, 1998).",These target respondents’ names were identified using Capitaline and chamber of commerce data.,"Therefore, all else being equal, trust improves alliance performance.",1,FP,"The intervention is not a management action but rather a data collection method, which doesn't match the reference CIMO's focus on increasing trust and commitment.",Rule-based
